player,team,total_passes,total_opponents_packed,avg_packing_per_pass,progressive_passes,avg_packing_progressive
Peter Hartley,Jamshedpur,304,0.0,0.0,164.0,0.0
Mattéo Guendouzi Olié,Marseille,188,0.0,0.0,37.0,0.0
Issa Kabore,Marseille,10,0.0,0.0,1.0,0.0
Pau López Sabata,Marseille,107,0.0,0.0,66.0,0.0
Morgan Schneiderlin,OGC Nice,47,0.0,0.0,8.0,0.0
Amine Gouiri,OGC Nice,43,0.0,0.0,7.0,0.0
Jubal Rocha Mendes Junior,Auxerre,48,0.0,0.0,13.0,0.0
Azor Matusiwa,Stade de Reims,104,0.0,0.0,48.0,0.0
Suvam Sen,East Bengal,73,0.0,0.0,49.0,0.0
Dennis Appiah,Nantes,65,0.0,0.0,16.0,0.0
Sahal Abdul Samad,Kerala Blasters,285,0.0,0.0,73.0,0.0
Leo Leroy,Montpellier,18,0.0,0.0,5.0,0.0
Rominigue Kouamé N''Guessan,Troyes,86,0.0,0.0,21.0,0.0
El Bilal Toure,Stade de Reims,12,0.0,0.0,1.0,0.0
Nishu Kumar Tashni,Kerala Blasters,157,0.0,0.0,58.0,0.0
Joe Rodon,Rennes,27,0.0,0.0,4.0,0.0
Rahim Ali,Chennaiyin,263,0.0,0.0,62.0,0.0
Hmingthanmawia Ralte,Mumbai City,19,0.0,0.0,3.0,0.0
Eric Junior Dina Ebimbe,Paris Saint-Germain,34,0.0,0.0,6.0,0.0
Rahul Kannoly Praveen,Kerala Blasters,57,0.0,0.0,15.0,0.0
Arthur Desmas,Clermont Foot,22,0.0,0.0,9.0,0.0
Komnen Andrić,Clermont Foot,22,0.0,0.0,1.0,0.0
Abdou Diallo,Paris Saint-Germain,268,0.0,0.0,103.0,0.0
Ishan Pandita,Jamshedpur,36,0.0,0.0,5.0,0.0
Kevin Gameiro,Strasbourg,37,0.0,0.0,4.0,0.0
Jorge Ortiz Mendoza,Goa,486,0.0,0.0,120.0,0.0
Houboulang Mendes,Lorient,50,0.0,0.0,13.0,0.0
Naocha Huidrom Singh,East Bengal,146,0.0,0.0,60.0,0.0
Massadio Haïdara,Lens,17,0.0,0.0,5.0,0.0
Nuno Albertino Varela Tavares,Marseille,82,0.0,0.0,18.0,0.0
Bilal Brahimi,OGC Nice,22,0.0,0.0,4.0,0.0
Laldanmawia Ralte,NorthEast United,68,0.0,0.0,21.0,0.0
Seminlen Doungel,Jamshedpur,160,0.0,0.0,54.0,0.0
Pawan Kumar,Jamshedpur,32,0.0,0.0,24.0,0.0
Alan Virginius,Lille,10,0.0,0.0,2.0,0.0
Ibrahima Niane,Angers,11,0.0,0.0,1.0,0.0
Jean Lucas de Souza Oliveira,AS Monaco,20,0.0,0.0,5.0,0.0
Ayush Adhikari,Kerala Blasters,244,0.0,0.0,57.0,0.0
Edon Zhegrova,Lille,17,0.0,0.0,1.0,0.0
Ankit Mukherjee,East Bengal,52,0.0,0.0,26.0,0.0
Florian Tardieu,Troyes,53,0.0,0.0,15.0,0.0
Saviour Gama,Goa,311,0.0,0.0,72.0,0.0
Ricky Lallawmawma,Jamshedpur,613,0.0,0.0,269.0,0.0
Marcelo Leite Pereira,NorthEast United,103,0.0,0.0,37.0,0.0
Nandhakumar Sekar,Odisha,138,0.0,0.0,28.0,0.0
Arshdeep Singh Saini,Odisha,181,0.0,0.0,100.0,0.0
Álvaro Vázquez García,Kerala Blasters,338,0.0,0.0,89.0,0.0
Alberto Noguera Ripoll,Goa,952,0.0,0.0,350.0,0.0
Joe Zoherliana,NorthEast United,182,0.0,0.0,72.0,0.0
Caio Henrique Oliveira Silva,AS Monaco,62,0.0,0.0,10.0,0.0
Mathieu Coutadeur,AC Ajaccio,76,0.0,0.0,17.0,0.0
Vignesh Dakshinamurthy,Mumbai City,244,0.0,0.0,87.0,0.0
Reinildo Isnard Mandava,Lille,47,0.0,0.0,12.0,0.0
Fali Candé,Metz,17,0.0,0.0,3.0,0.0
Asish Rai,Hyderabad,476,0.0,0.0,176.0,0.0
Cleiton Augusto Oliveira Silva,Bengaluru,350,0.0,0.0,83.0,0.0
Tiago Emanuel Embaló Djaló,Lille,84,0.0,0.0,37.0,0.0
Emmanuel Agbadou,Stade de Reims,33,0.0,0.0,11.0,0.0
Arkadiusz Milik,Marseille,14,0.0,0.0,0.0,
Youssouf Ndayishimiye,OGC Nice,66,0.0,0.0,20.0,0.0
Isaac Vanmalsawma Chhakchhuak,Odisha,482,0.0,0.0,112.0,0.0
Yusuf Yazıcı,Lille,31,0.0,0.0,9.0,0.0
Haris Belkebla,Stade Brestois,70,0.0,0.0,14.0,0.0
Moses Daddy-Ajala Simon,Nantes,19,0.0,0.0,6.0,0.0
Khumanthem Ninthoinganba Meetei,Chennaiyin,149,0.0,0.0,53.0,0.0
Anthony Lopes,Lyon,64,0.0,0.0,38.0,0.0
Pablo Sarabia García,Paris Saint-Germain,82,0.0,0.0,21.0,0.0
Alexander Djiku,Strasbourg,43,0.0,0.0,20.0,0.0
Germanpreet Singh,Chennaiyin,258,0.0,0.0,63.0,0.0
Nabil Bentaleb,Angers,69,0.0,0.0,19.0,0.0
Jean-Mattéo Bahoya Négoce,Angers,22,0.0,0.0,1.0,0.0
Boubacar Traore,Metz,19,0.0,0.0,6.0,0.0
Axel Disasi,AS Monaco,71,0.0,0.0,27.0,0.0
Wesley Saïd,Lens,5,0.0,0.0,2.0,0.0
Lucas Perrin,Strasbourg,72,0.0,0.0,26.0,0.0
Lalrinliana Hnamte,East Bengal,160,0.0,0.0,41.0,0.0
Gideon Mensah,Auxerre,110,0.0,0.0,25.0,0.0
Islam Slimani,Lyon,16,0.0,0.0,2.0,0.0
Josuha Guilavogui,Bordeaux,57,0.0,0.0,18.0,0.0
Gurmeet Singh,Hyderabad,16,0.0,0.0,12.0,0.0
Danylo Ignatenko,Bordeaux,18,0.0,0.0,2.0,0.0
Leonardo Cesar Jardim,Lille,31,0.0,0.0,19.0,0.0
Mickaël Barreto,AC Ajaccio,27,0.0,0.0,5.0,0.0
Lucas Chevalier,Lille,31,0.0,0.0,21.0,0.0
Falaye Sacko,Montpellier,50,0.0,0.0,13.0,0.0
Christopher Wooh,Rennes,63,0.0,0.0,18.0,0.0
Guillermo Alfonso Maripán Loaysa,AS Monaco,57,0.0,0.0,20.0,0.0
Ngasepam Tondonba Singh,NorthEast United,112,0.0,0.0,46.0,0.0
Andrei Girotto,Nantes,139,0.0,0.0,41.0,0.0
David Pereira da Costa,Lens,65,0.0,0.0,14.0,0.0
Bidyananda Singh Ningthoujam,ATK Mohun Bagan,15,0.0,0.0,3.0,0.0
Mohamad Rakip,Mumbai City,100,0.0,0.0,24.0,0.0
Arnaud Nordin,Saint-Étienne,10,0.0,0.0,2.0,0.0
Willem Geubbels,Nantes,5,0.0,0.0,1.0,0.0
Riad Nouri,AC Ajaccio,15,0.0,0.0,3.0,0.0
Seityasen Singh,Hyderabad,13,0.0,0.0,5.0,0.0
Rahul Kumar Paswan,East Bengal,5,0.0,0.0,0.0,
Jean Eudès Aholou,Strasbourg,9,0.0,0.0,3.0,0.0
Marc-Aurèle Caillard,Metz,9,0.0,0.0,7.0,0.0
Soraisam Pritam Kumar Singh,Hyderabad,27,0.0,0.0,8.0,0.0
Enzo Le Fée,Lorient,114,0.0,0.0,26.0,0.0
Leandro Daniel Paredes,Paris Saint-Germain,729,0.0,0.0,196.0,0.0
Hamza Sakhi,Auxerre,67,0.0,0.0,29.0,0.0
Abdoulaye Bamba,Angers,49,0.0,0.0,13.0,0.0
Javier Siverio Toro,Hyderabad,173,0.0,0.0,44.0,0.0
Hugo Magnetti,Stade Brestois,57,0.0,0.0,17.0,0.0
Frédéric Guilbert,Strasbourg,66,0.0,0.0,12.0,0.0
Maxime Busi,Stade de Reims,53,0.0,0.0,13.0,0.0
Nordi Mukiele Mulere,Paris Saint-Germain,444,0.0,0.0,94.0,0.0
Sanjeev Stalin,Kerala Blasters,187,0.0,0.0,78.0,0.0
Gabriel Gudmundsson,Lille,57,0.0,0.0,8.0,0.0
Dylan Daniel Mahmoud Bronn,Metz,17,0.0,0.0,8.0,0.0
Sofiane Boufal,Angers,22,0.0,0.0,2.0,0.0
André Filipe Tavares Gomes,Lille,75,0.0,0.0,20.0,0.0
Marcus Coco,Nantes,23,0.0,0.0,7.0,0.0
El Chadaille Bitshiabu,Paris Saint-Germain,337,0.0,0.0,100.0,0.0
Téji Savanier,Montpellier,101,0.0,0.0,25.0,0.0
Bafodé Diakité,Lille,102,0.0,0.0,19.0,0.0
Edmund Lalrindika,Bengaluru,22,0.0,0.0,2.0,0.0
Sanjin Prcić,Strasbourg,48,0.0,0.0,15.0,0.0
Julian Draxler,Paris Saint-Germain,118,0.0,0.0,22.0,0.0
Cédric Avinel,AC Ajaccio,37,0.0,0.0,13.0,0.0
Sébastien Corchia,Nantes,18,0.0,0.0,8.0,0.0
Adrien Thomasson,Strasbourg,41,0.0,0.0,7.0,0.0
Jonathan Gradit,Lens,90,0.0,0.0,29.0,0.0
Jordan Lotomba,OGC Nice,34,0.0,0.0,16.0,0.0
Zaydou Youssouf,Saint-Étienne,27,0.0,0.0,2.0,0.0
Achraf Dari,Stade Brestois,29,0.0,0.0,9.0,0.0
Sada Thioub,Angers,13,0.0,0.0,2.0,0.0
Nongdamba Singh Naorem,Goa,70,0.0,0.0,12.0,0.0
Kasper Dolberg,OGC Nice,23,0.0,0.0,2.0,0.0
Farid Boulaya,Metz,22,0.0,0.0,8.0,0.0
Mateus Cardoso Lemos Martins,Lyon,16,0.0,0.0,3.0,0.0
Oriol Busquets Mas,Clermont Foot,6,0.0,0.0,3.0,0.0
Warren Kamanzi,Toulouse,25,0.0,0.0,8.0,0.0
Kiyan Nassiri Giri,ATK Mohun Bagan,66,0.0,0.0,18.0,0.0
Benjamin André,Lille,153,0.0,0.0,38.0,0.0
Gelson Dany Batalha Martins,AS Monaco,22,0.0,0.0,5.0,0.0
Valon Berisha,Stade de Reims,11,0.0,0.0,4.0,0.0
Junya Ito,Stade de Reims,25,0.0,0.0,7.0,0.0
Alexis Flips,Stade de Reims,36,0.0,0.0,12.0,0.0
Paul Joly,Auxerre,33,0.0,0.0,4.0,0.0
Marcos Paulo Mesquita Lopes,Troyes,20,0.0,0.0,4.0,0.0
Antoine Mendy,OGC Nice,25,0.0,0.0,1.0,0.0
Mohamed Achi,Nantes,7,0.0,0.0,0.0,
Léo Pétrot,Lorient,16,0.0,0.0,9.0,0.0
Khangembam Bidyashagar Singh,Bengaluru,10,0.0,0.0,2.0,0.0
Kalifa Coulibaly,Nantes,6,0.0,0.0,1.0,0.0
Ismail Jakobs,AS Monaco,16,0.0,0.0,2.0,0.0
Ibrahim Salah,Rennes,6,0.0,0.0,2.0,0.0
João Victor da Silva Marcelino,Nantes,12,0.0,0.0,3.0,0.0
Lohann Doucet,Nantes,7,0.0,0.0,2.0,0.0
Mostafa Mohamed Ahmed Abdallah,Nantes,15,0.0,0.0,2.0,0.0
Yvon Landry Mvogo,Lorient,14,0.0,0.0,5.0,0.0
Sarthak Golui,Bengaluru,15,0.0,0.0,7.0,0.0
Sofiane Diop,AS Monaco,22,0.0,0.0,6.0,0.0
Edouard Michut,Paris Saint-Germain,21,0.0,0.0,7.0,0.0
Ludovic Ajorque,Strasbourg,17,0.0,0.0,0.0,
Amrinder Singh,ATK Mohun Bagan,517,0.0,0.0,327.0,0.0
Vitor Machado Ferreira,Paris Saint-Germain,1494,0.0,0.0,237.0,0.0
Rehnesh Thumbirumbu Paramba,Jamshedpur,222,0.0,0.0,200.0,0.0
Anirudh Thapa,Chennaiyin,541,0.0,0.0,153.0,0.0
Isak Vanlalruatfela,Odisha,34,0.0,0.0,11.0,0.0
Yoann Salmier,Troyes,41,0.0,0.0,15.0,0.0
Lenny Rodrigues,ATK Mohun Bagan,407,0.0,0.0,128.0,0.0
Laurent Abergel,Lorient,146,0.0,0.0,34.0,0.0
Princeton Rebello,Goa,545,0.0,0.0,140.0,0.0
Thomas Monconduit,Lorient,67,0.0,0.0,23.0,0.0
Debjit Majumder,Chennaiyin,182,0.0,0.0,112.0,0.0
Gurjinder Kumar,NorthEast United,471,0.0,0.0,179.0,0.0
Sehnaj Singh,NorthEast United,170,0.0,0.0,46.0,0.0
Bradley Barcola,Lyon,19,0.0,0.0,3.0,0.0
Prabir Das,ATK Mohun Bagan,294,0.0,0.0,100.0,0.0
Patrick Flottmann,NorthEast United,364,0.0,0.0,162.0,0.0
Gaëtan Poussin,Bordeaux,35,0.0,0.0,29.0,0.0
Syed Suhail Pasha,Chennaiyin,37,0.0,0.0,12.0,0.0
David Joel Williams,ATK Mohun Bagan,201,0.0,0.0,62.0,0.0
Pronay Halder,Jamshedpur,257,0.0,0.0,78.0,0.0
Vivaldo Borges dos Santos Neto,Clermont Foot,71,0.0,0.0,6.0,0.0
Nerijus Valskis,Jamshedpur,64,0.0,0.0,26.0,0.0
Mehmet Zeki Çelik,Lille,68,0.0,0.0,24.0,0.0
Bipin Singh Thounajam,Mumbai City,319,0.0,0.0,58.0,0.0
Amir Derviševič,East Bengal,184,0.0,0.0,79.0,0.0
Fares Chaïbi,Toulouse,31,0.0,0.0,9.0,0.0
Bijoy Varghese,Kerala Blasters,132,0.0,0.0,62.0,0.0
Antonio Perošević,East Bengal,170,0.0,0.0,45.0,0.0
Daniel Chima Chukwu,Jamshedpur,90,0.0,0.0,18.0,0.0
Leonardo Julián Balerdi Rossa,Marseille,62,0.0,0.0,25.0,0.0
Sven Botman,Lille,40,0.0,0.0,10.0,0.0
Rayan Ny Aina Arnaldo Raveloson,Auxerre,71,0.0,0.0,23.0,0.0
Harold Moukoudi,Saint-Étienne,22,0.0,0.0,6.0,0.0
Adil Aouchiche,Saint-Étienne,27,0.0,0.0,4.0,0.0
Aniket Anil Jadhav,Hyderabad,139,0.0,0.0,39.0,0.0
Ismaël Gharbi,Paris Saint-Germain,12,0.0,0.0,1.0,0.0
M''Baye Babacar Niang,Auxerre,11,0.0,0.0,0.0,
Wahbi Khazri,Saint-Étienne,17,0.0,0.0,5.0,0.0
Paul Nardi,Lorient,8,0.0,0.0,7.0,0.0
William Mikelbrencis,Metz,14,0.0,0.0,4.0,0.0
Nayef Aguerd,Rennes,50,0.0,0.0,24.0,0.0
Leon Augustine Asokan,Bengaluru,19,0.0,0.0,3.0,0.0
Randal Kolo Muani,Nantes,36,0.0,0.0,4.0,0.0
Jean-Louis Leca,Lens,32,0.0,0.0,18.0,0.0
Wylan Jean-Claude Cyprien,Nantes,10,0.0,0.0,4.0,0.0
Sumit Rathi,ATK Mohun Bagan,13,0.0,0.0,7.0,0.0
Nikhil Raj Murugesh Kumar,Odisha,20,0.0,0.0,5.0,0.0
Nuno Miguel da Costa Jóia,Auxerre,21,0.0,0.0,3.0,0.0
Mehdi Zeffane,Clermont Foot,15,0.0,0.0,2.0,0.0
Doğan Alemdar,Rennes,23,0.0,0.0,16.0,0.0
Arbër Zeneli,Stade de Reims,12,0.0,0.0,5.0,0.0
Kevin Spadanuda,AC Ajaccio,12,0.0,0.0,2.0,0.0
Benoît Guy Robert Costil,Auxerre,20,0.0,0.0,16.0,0.0
Yoann Cathline,Lorient,8,0.0,0.0,0.0,
Ante Palaversa,Troyes,7,0.0,0.0,1.0,0.0
Folarin Balogun,Stade de Reims,10,0.0,0.0,2.0,0.0
Seityasen Singh,Kerala Blasters,22,0.0,0.0,4.0,0.0
Wout Faes,Stade de Reims,42,0.0,0.0,15.0,0.0
Mark Zothanpuia,Hyderabad,34,0.0,0.0,12.0,0.0
Aibanbha Kupar Dohling,Goa,637,0.0,0.0,212.0,0.0
Suhair Vadakkepeedika,NorthEast United,340,0.0,0.0,93.0,0.0
Corentin Tolisso,Lyon,60,0.0,0.0,20.0,0.0
Maxime Esteve,Montpellier,48,0.0,0.0,14.0,0.0
Lalengmawia Ralte,Mumbai City,865,0.0,0.0,213.0,0.0
Birger Meling,Rennes,91,0.0,0.0,24.0,0.0
Bikash Jairu,East Bengal,150,0.0,0.0,40.0,0.0
Hira Mondal,East Bengal,343,0.0,0.0,149.0,0.0
Marko Lešković,Kerala Blasters,767,0.0,0.0,350.0,0.0
Lalhrezuala Sailung,Odisha,201,0.0,0.0,80.0,0.0
Arnaud Kalimuendo Muinga,Lens,30,0.0,0.0,2.0,0.0
Eli Sabia Filho,Jamshedpur,341,0.0,0.0,162.0,0.0
Kevin Danso,Lens,68,0.0,0.0,25.0,0.0
Anisa Anwar Ali,Goa,447,0.0,0.0,177.0,0.0
Jean-Charles Castelletto,Nantes,84,0.0,0.0,20.0,0.0
Glan Martins,Goa,390,0.0,0.0,99.0,0.0
Hrithik Tiwari,Goa,15,0.0,0.0,11.0,0.0
Franck Honorat,Stade Brestois,57,0.0,0.0,10.0,0.0
Youssouf Fofana,AS Monaco,79,0.0,0.0,20.0,0.0
Hichem Boudaoui,OGC Nice,64,0.0,0.0,11.0,0.0
Melvin Bard,OGC Nice,139,0.0,0.0,26.0,0.0
Edwin Sydney Vanspaul,Chennaiyin,311,0.0,0.0,102.0,0.0
Oliver Zandén,Toulouse,9,0.0,0.0,3.0,0.0
Ibrahima Sissoko,Strasbourg,51,0.0,0.0,15.0,0.0
Alexander Nübel,AS Monaco,52,0.0,0.0,35.0,0.0
Johann Lepenant,Lyon,48,0.0,0.0,6.0,0.0
Balwant Singh,East Bengal,17,0.0,0.0,2.0,0.0
Mama Samba Baldé,Troyes,15,0.0,0.0,2.0,0.0
Farid El Melali,Angers,7,0.0,0.0,1.0,0.0
Daniel Chima Chukwu,East Bengal,64,0.0,0.0,18.0,0.0
Predrag Rajković,Stade de Reims,36,0.0,0.0,18.0,0.0
Paul Bernardoni,Saint-Étienne,12,0.0,0.0,8.0,0.0
Komal Thatal,Jamshedpur,48,0.0,0.0,10.0,0.0
Vincent Pajot,Metz,21,0.0,0.0,4.0,0.0
Nikhil Prabhu,Odisha,21,0.0,0.0,7.0,0.0
Maxime Dupé,Toulouse,47,0.0,0.0,22.0,0.0
Andreaw Gravillon,Stade de Reims,54,0.0,0.0,23.0,0.0
Anel Ahmedhodžić,Bordeaux,49,0.0,0.0,18.0,0.0
Julien Laporte,Lorient,33,0.0,0.0,16.0,0.0
Ilan Kebbal,Stade de Reims,26,0.0,0.0,9.0,0.0
Aurélien Djani Tchouaméni,AS Monaco,65,0.0,0.0,12.0,0.0
Maxime Gonalons,Clermont Foot,79,0.0,0.0,20.0,0.0
Gaëtan Charbonnier,Auxerre,5,0.0,0.0,0.0,
Djed Spence,Rennes,32,0.0,0.0,8.0,0.0
Saîf-Eddine Khaoui,Clermont Foot,14,0.0,0.0,2.0,0.0
Amritpal Singh,Hyderabad,8,0.0,0.0,3.0,0.0
Didier Lamkel Zé,Metz,14,0.0,0.0,1.0,0.0
Mickaël Nade,Saint-Étienne,29,0.0,0.0,8.0,0.0
Houssem Aouar,Lyon,25,0.0,0.0,2.0,0.0
Ruslan Malinovskiy,Marseille,28,0.0,0.0,10.0,0.0
Jobby Justin,Chennaiyin,32,0.0,0.0,3.0,0.0
Julien Ponceau,Lorient,5,0.0,0.0,0.0,
Abdul Hakku Nediyodath,Kerala Blasters,26,0.0,0.0,8.0,0.0
Hugo Ekitike,Stade de Reims,32,0.0,0.0,2.0,0.0
Jordan Ferri,Montpellier,129,0.0,0.0,27.0,0.0
Vinit Rai Chamling,Mumbai City,107,0.0,0.0,39.0,0.0
Elbasan Rashani,Clermont Foot,35,0.0,0.0,11.0,0.0
Ahmed Jahouh,Mumbai City,819,0.0,0.0,351.0,0.0
Lalkhawpuimawia Lalkhawpuimawia,NorthEast United,70,0.0,0.0,12.0,0.0
Evann Guessand,Nantes,18,0.0,0.0,4.0,0.0
Ajith Kumar,Bengaluru,109,0.0,0.0,35.0,0.0
Mohamed Youssouf,AC Ajaccio,53,0.0,0.0,20.0,0.0
Pragyan Sundar Gogoi,NorthEast United,228,0.0,0.0,65.0,0.0
Namgyal Bhutia,Bengaluru,152,0.0,0.0,34.0,0.0
Mitchell van Bergen,Stade de Reims,8,0.0,0.0,3.0,0.0
Marco Bizot,Stade Brestois,40,0.0,0.0,28.0,0.0
Montassar Omar Talbi,Lorient,44,0.0,0.0,18.0,0.0
Lucas Tolentino Coelho de Lima,Lyon,42,0.0,0.0,5.0,0.0
Jean-Armel Kana-Biyik,Metz,12,0.0,0.0,8.0,0.0
Falaye Sacko,Saint-Étienne,40,0.0,0.0,8.0,0.0
Ruben Aguilar,AS Monaco,29,0.0,0.0,6.0,0.0
Konsham Chinglensana Singh,Hyderabad,669,0.0,0.0,280.0,0.0
Mikkel Desler,Toulouse,54,0.0,0.0,12.0,0.0
Deiver Andrés Machado Mena,Lens,36,0.0,0.0,4.0,0.0
Gauthier Gallon,Troyes,27,0.0,0.0,15.0,0.0
Stephy Alvaro Mavididi,Montpellier,21,0.0,0.0,3.0,0.0
Idrissa Gana Gueye,Paris Saint-Germain,1062,0.0,0.0,235.0,0.0
Benjamin Leroy,AC Ajaccio,17,0.0,0.0,15.0,0.0
Terem Igobor Moffi,Lorient,25,0.0,0.0,7.0,0.0
Rochharzela Rochharzela,NorthEast United,57,0.0,0.0,15.0,0.0
Gani Ahmed Nigam,NorthEast United,19,0.0,0.0,8.0,0.0
Romain Faivre,Lorient,41,0.0,0.0,9.0,0.0
Rafael Rogério da Silva,Toulouse,27,0.0,0.0,9.0,0.0
Juan Antonio González Fernández,Hyderabad,567,0.0,0.0,249.0,0.0
Eric Bertrand Bailly,Marseille,34,0.0,0.0,14.0,0.0
Calvin Stengs,OGC Nice,10,0.0,0.0,4.0,0.0
Muhammad Ashique Kuruniyan,Bengaluru,311,0.0,0.0,108.0,0.0
Eduardo Bedia Peláez,Goa,1081,0.0,0.0,409.0,0.0
Habibou Mouhamadou Diallo,Strasbourg,9,0.0,0.0,0.0,
Wissam Ben Yedder,AS Monaco,40,0.0,0.0,8.0,0.0
Alan Henrique Costa,Bengaluru,795,0.0,0.0,321.0,0.0
Seriton Fernandes,Goa,636,0.0,0.0,139.0,0.0
Muhammed Nemil Valiyattil,Goa,123,0.0,0.0,21.0,0.0
Alexandre Monteiro de Lima,Jamshedpur,368,0.0,0.0,126.0,0.0
Deshorn Brown,NorthEast United,135,0.0,0.0,20.0,0.0
Akash Mishra,Hyderabad,797,0.0,0.0,256.0,0.0
Mehtab Singh,Mumbai City,437,0.0,0.0,167.0,0.0
Cássio Gabriel Vilela Ferreira,Mumbai City,574,0.0,0.0,179.0,0.0
Renato Júnior Luz Sanches,Lille,53,0.0,0.0,20.0,0.0
Jessel Carneiro,Kerala Blasters,319,0.0,0.0,109.0,0.0
Julian Jeanvier,Auxerre,34,0.0,0.0,13.0,0.0
Adrián Nicolás Luna Retamar,Kerala Blasters,745,0.0,0.0,252.0,0.0
Xavi Simons,Paris Saint-Germain,43,0.0,0.0,2.0,0.0
Adil Khan,East Bengal,198,0.0,0.0,76.0,0.0
Hugo Adnan Boumous,ATK Mohun Bagan,518,0.0,0.0,203.0,0.0
Thomas Foket,Stade de Reims,108,0.0,0.0,18.0,0.0
Ritwik Kumar Das,Jamshedpur,166,0.0,0.0,34.0,0.0
Thibault De Smet,Stade de Reims,46,0.0,0.0,13.0,0.0
Mohammad Nawaz,Mumbai City,353,0.0,0.0,232.0,0.0
Junior Castello Lukeba,Lyon,55,0.0,0.0,11.0,0.0
Hormipam Ruivah,Kerala Blasters,323,0.0,0.0,132.0,0.0
Mihailo Ristić,Montpellier,40,0.0,0.0,8.0,0.0
Soraisham Sandeep Singh,Kerala Blasters,254,0.0,0.0,97.0,0.0
Ariday Cabrera Suárez,Odisha,164,0.0,0.0,39.0,0.0
Parag Satish Shrivas,Bengaluru,317,0.0,0.0,145.0,0.0
Mory Diaw,Clermont Foot,52,0.0,0.0,29.0,0.0
Brice Samba,Lens,19,0.0,0.0,10.0,0.0
Branco van den Boomen,Toulouse,85,0.0,0.0,33.0,0.0
PC Laldinpuia,Jamshedpur,102,0.0,0.0,30.0,0.0
Gabriel Alonso Suazo Urbina,Toulouse,8,0.0,0.0,3.0,0.0
Hatem Ben Arfa,Lille,30,0.0,0.0,5.0,0.0
Aleksandr Golovin,AS Monaco,49,0.0,0.0,14.0,0.0
Thijs Dallinga,Toulouse,14,0.0,0.0,2.0,0.0
Djibril Sidibé,AS Monaco,45,0.0,0.0,18.0,0.0
Youssouf Koné,AC Ajaccio,23,0.0,0.0,10.0,0.0
Wahbi Khazri,Montpellier,21,0.0,0.0,3.0,0.0
Nicolás Alejandro Tagliafico,Lyon,51,0.0,0.0,15.0,0.0
Francisco José Sota Bernard,East Bengal,87,0.0,0.0,31.0,0.0
Issa Kabore,Troyes,35,0.0,0.0,10.0,0.0
Halicharan Narzary,Hyderabad,24,0.0,0.0,7.0,0.0
Dylan Fox,Goa,232,0.0,0.0,91.0,0.0
Han-Noah Massengo,Auxerre,51,0.0,0.0,14.0,0.0
Jason Denayer,Lyon,35,0.0,0.0,10.0,0.0
Mario Lemina,OGC Nice,111,0.0,0.0,25.0,0.0
Pol Mikel Lirola Kosok,Marseille,41,0.0,0.0,2.0,0.0
Xherdan Shaqiri,Lyon,26,0.0,0.0,4.0,0.0
Ananta Tamang,East Bengal,22,0.0,0.0,9.0,0.0
Aimen Moueffek,Saint-Étienne,14,0.0,0.0,3.0,0.0
Logan Costa,Toulouse,18,0.0,0.0,7.0,0.0
Aaren D''Silva,Hyderabad,26,0.0,0.0,6.0,0.0
Hugo Ekitike,Paris Saint-Germain,187,0.0,0.0,29.0,0.0
Colin Dagba,Strasbourg,15,0.0,0.0,1.0,0.0
Christopher Jullien,Montpellier,20,0.0,0.0,6.0,0.0
Bruno Guimarães Rodriguez Moura,Lyon,60,0.0,0.0,17.0,0.0
Ionuț Andrei Radu,Auxerre,15,0.0,0.0,9.0,0.0
Fábio Pereira da Silva,Nantes,32,0.0,0.0,10.0,0.0
Miguel Ángel Trauco Saavedra,Saint-Étienne,29,0.0,0.0,8.0,0.0
Renaud Ripart,Troyes,21,0.0,0.0,4.0,0.0
Prasanth Karuthadathkuni,Kerala Blasters,67,0.0,0.0,10.0,0.0
Sandip Mandi,Jamshedpur,11,0.0,0.0,5.0,0.0
Florent Ogier,Clermont Foot,37,0.0,0.0,12.0,0.0
Azzedine Ounahi,Marseille,10,0.0,0.0,3.0,0.0
Domagoj Bradarić,Lille,10,0.0,0.0,2.0,0.0
Timothy Weah,Lille,68,0.0,0.0,12.0,0.0
Eliaquim Mangala,Saint-Étienne,6,0.0,0.0,2.0,0.0
Redeem Tlang,Odisha,72,0.0,0.0,15.0,0.0
Sergio Rico González,Paris Saint-Germain,7,0.0,0.0,3.0,0.0
Sepe Elye Wahi,Montpellier,13,0.0,0.0,1.0,0.0
Mahdi Camara,Stade Brestois,28,0.0,0.0,6.0,0.0
Leander D''Cunha,Goa,205,0.0,0.0,46.0,0.0
